#OTU ID,Actinomyces_odontolyticus,Actinomyces_oris,Actinomyces_sp_HMSC035G02,Adlercreutzia_equolifaciens,Agathobaculum_butyriciproducens,Akkermansia_muciniphila,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_putredinis,Alistipes_shahii,Anaerostipes_hadrus,Anaerotruncus_colihominis,Asaccharobacter_celatus,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_clarus,Bacteroides_dorei,Bacteroides_eggerthii,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_intestinalis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Barnesiella_intestinihominis,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_dentium,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Bilophila_wadsworthia,Blautia_obeum,Blautia_sp_CAG_257,Blautia_wexlerae,Butyricimonas_synergistica,Butyricimonas_virosa,Clostridium_bolteae,Clostridium_citroniae,Clostridium_clostridioforme,Clostridium_innocuum,Clostridium_leptum,Clostridium_sp_CAG_58,Clostridium_symbiosum,Collinsella_aerofaciens,Collinsella_stercoris,Coprobacter_fastidiosus,Coprococcus_catus,Coprococcus_comes,Desulfovibrio_piger,Dorea_formicigenerans,Dorea_longicatena,Eggerthella_lenta,Enterococcus_faecalis,Enterococcus_faecium,Erysipelatoclostridium_ramosum,Escherichia_coli,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_sp_CAG_180,Eubacterium_sp_CAG_38,Faecalibacterium_prausnitzii,Firmicutes_bacterium_CAG_83,Flavonifractor_plautii,Fusicatenibacter_saccharivorans,Gemmiger_formicilis,Gordonibacter_pamelaeae,Holdemanella_biformis,Hungatella_hathewayi,Intestinibacter_bartlettii,Intestinimonas_butyriciproducens,Klebsiella_pneumoniae,Lachnospira_pectinoschiza,Lactobacillus_fermentum,Lactobacillus_gasseri,Lawsonibacter_asaccharolyticus,Odoribacter_splanchnicus,Oscillibacter_sp_57_20,Oscillibacter_sp_CAG_241,Parabacteroides_distasonis,Parabacteroides_merdae,Paraprevotella_xylaniphila,Phascolarctobacterium_faecium,Prevotella_copri,Roseburia_faecis,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Rothia_mucilaginosa,Ruminococcus_bicirculans,Ruminococcus_bromii,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_torques,Ruthenibacterium_lactatiformans,Sellimonas_intestinalis,Streptococcus_anginosus_group,Streptococcus_gordonii,Streptococcus_oralis,Streptococcus_parasanguinis,Streptococcus_salivarius,Streptococcus_thermophilus,Streptococcus_vestibularis,Veillonella_parvula,[Collinsella]_massiliensis
Dorea_longicatena,0.0396,0.5347,0.1683,0.8119,0.1089,0.0792,0.0099,0.0198,0.5347,0.1485,0.0099,0.2772,0.8515,0.1188,0.0198,0.2574,0.8317,0.0099,0.4554,0.0495,0.0099,0.1287,0.0891,0.7921,0.0891,0.0198,0.0198,0.0495,0.6931,0.2079,0.6436,0.6535,0.1089,0.9109,0.6238,0.0099,0.6931,0.0099,0.0396,0.0099,0.0099,0.0099,0.0099,0.0099,0.2574,0.1485,0.0198,0.0099,0.4851,0.0099,0.0099,0.0099,0.4752,0.0099,1.0,0.0594,0.0099,0.0396,0.3168,0.9208,0.5644,0.0099,0.0099,0.0099,0.7624,0.099,0.0198,0.0099,0.9901,0.0792,0.0099,0.0099,0.3861,0.4554,0.0099,0.6634,0.0099,0.0693,0.3168,0.505,0.6238,0.0891,0.0297,0.2574,0.4653,0.3366,0.5644,0.8416,0.495,0.0792,0.0099,0.0198,0.0099,0.0594,0.396,0.0198,0.0099,0.1188,0.0495,0.0099,0.0099,0.0099,0.2376,0.2574,0.2871,0.1485,0.0198,0.1188,0.3663,0.2871,0.0198
Eggerthella_lenta,0.6634,0.3168,0.3168,0.0792,0.5149,0.9109,0.3069,0.2772,0.4851,0.3069,0.4554,0.198,0.1881,0.4356,0.0099,0.7525,0.1782,0.6436,0.3069,0.4851,0.4455,0.5545,0.0198,0.1881,0.0099,0.0297,0.0099,0.3465,0.0099,0.1089,0.1386,0.8911,0.6139,0.6139,0.5347,0.2277,0.0099,0.8317,0.6436,0.099,0.0099,0.0099,0.0495,0.0099,0.0198,0.1782,0.0099,0.2871,0.0198,0.2475,0.0099,0.0198,0.2376,0.1881,0.0594,1.0,0.6931,0.0495,0.1485,0.0891,0.5842,0.0099,0.0198,0.099,0.4554,0.1881,0.1485,0.0099,0.6634,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.4158,0.0792,0.1683,0.0099,0.7327,0.6238,0.0792,0.7822,0.0099,0.2475,0.4158,0.0198,0.1386,0.3564,0.0099,0.0198,0.0297,0.9208,0.2178,0.1683,0.0297,0.802,0.0099,0.0396,0.0198,0.099,0.0099,0.0792,0.2277,0.1386,0.0693,0.0099,0.0495,0.2277,0.1881,0.4554
Enterococcus_faecalis,0.0099,0.0099,0.0198,0.8614,0.0099,0.1089,0.0396,0.5545,0.0594,0.5644,0.0099,0.4554,0.7327,0.0099,0.2277,0.5743,0.7822,0.0396,0.0693,0.099,0.5842,0.4158,0.901,0.4554,0.7921,0.3168,0.9802,0.0693,0.0693,0.0594,0.5941,0.3267,0.0594,0.3069,0.8614,0.0297,0.0792,0.0297,0.5842,0.0792,0.0099,0.0396,0.3861,0.0099,0.7624,0.6832,0.0099,0.0099,0.2574,0.9406,0.0396,0.0099,0.7327,0.0594,0.0099,0.6931,1.0,0.0099,0.0198,0.3366,0.9505,0.0594,0.4257,0.1287,0.1188,0.0099,0.1584,0.0297,0.0297,0.1683,0.0792,0.0198,0.4158,0.8119,0.0495,0.099,0.0891,0.0792,0.3366,0.3069,0.0594,0.1485,0.2079,0.1683,0.4059,0.1881,0.8713,0.9802,0.495,0.198,0.0594,0.4356,0.9703,0.1782,0.0396,0.1386,0.0099,0.3861,0.8515,0.2178,0.0297,0.0198,0.5446,0.6139,0.0099,0.6238,0.7624,0.0594,0.0495,0.0099,0.0693
Enterococcus_faecium,0.099,0.0099,0.099,0.2376,0.0099,0.2178,0.3366,0.4554,0.0396,0.2574,0.0099,0.0099,0.2079,0.8119,0.0099,0.1881,0.8119,0.7228,0.6931,0.505,0.6634,0.6436,0.8911,0.3762,0.3168,0.0396,0.6634,0.1188,0.1881,0.0693,0.7327,0.9208,0.1584,0.901,0.8515,0.0396,0.0198,0.0693,0.3465,0.6832,0.0099,0.0396,0.0594,0.0099,0.0099,0.8713,0.0099,0.0099,0.3168,0.6436,0.1584,0.099,0.6832,0.1782,0.0396,0.0495,0.0099,1.0,0.0099,0.099,0.6139,0.0297,0.4455,0.0198,0.2673,0.0495,0.2772,0.0099,0.2871,0.703,0.0099,0.0099,0.1485,0.9109,0.0099,0.3366,0.396,0.0198,0.0396,0.0099,0.1188,0.0594,0.0099,0.0297,0.5644,0.7228,0.0396,0.9505,0.3465,0.8812,0.0099,0.6832,0.8812,0.3861,0.5941,0.0495,0.0099,0.0396,0.6832,0.6931,0.6535,0.0099,0.0297,0.4653,0.0198,0.5446,0.5248,0.0297,0.0693,0.604,0.2079
Erysipelatoclostridium_ramosum,0.0099,0.1386,0.0099,0.3465,0.6535,0.9703,0.4257,0.5644,0.0099,0.0198,0.1881,0.2772,0.6139,0.0792,0.0594,0.6832,0.901,0.4752,0.8119,0.0396,0.396,0.4158,0.1287,0.0099,0.0099,0.7723,0.495,0.5842,0.0198,0.0495,0.703,0.4455,0.2673,0.505,0.0297,0.0297,0.0099,0.5347,0.4653,0.6634,0.0792,0.0099,0.0198,0.0099,0.2277,0.6337,0.0198,0.0099,0.8911,0.802,0.1089,0.0495,0.2277,0.505,0.3168,0.1485,0.0198,0.0099,1.0,0.7921,0.2475,0.0297,0.0495,0.0198,0.7525,0.3465,0.5347,0.0099,0.9604,0.0099,0.0099,0.0099,0.2574,0.4554,0.0099,0.3762,0.495,0.0891,0.1089,0.2475,0.0495,0.5248,0.0495,0.0891,0.6931,0.099,0.9307,0.6238,0.6832,0.6238,0.0099,0.8218,0.3267,0.5644,1.0,0.1089,0.0495,0.0099,0.7723,1.0,0.0594,0.2673,0.9208,0.9802,0.0297,0.1089,0.5644,0.4851,0.0198,0.0693,0.0495
Escherichia_coli,1.0,0.0594,0.396,0.2475,0.0396,0.1089,0.0891,0.1386,0.099,0.1386,0.0792,0.0297,0.198,0.8911,0.8416,0.604,0.1089,0.8119,0.5545,0.099,0.4851,0.0891,0.7723,0.8317,0.4455,0.2277,0.7624,0.1683,0.2574,0.2871,0.2376,0.6337,0.0198,0.9307,0.0297,0.5248,0.0198,0.0495,0.0198,0.099,0.0792,0.1683,0.0495,0.5941,0.6436,0.5941,0.1188,0.9703,0.2772,0.7129,0.0495,0.9208,0.5248,0.7525,0.9208,0.0891,0.3366,0.099,0.7921,1.0,0.3861,0.1782,0.4455,0.1188,0.3267,0.1089,1.0,0.0099,0.9307,1.0,0.0495,0.0099,0.8416,0.9703,0.0198,0.099,0.6139,0.0693,0.198,0.1881,0.0198,0.0594,0.0693,0.0198,0.6436,0.0396,0.8614,0.8119,0.0198,0.0495,0.9307,0.7624,0.2871,0.7129,0.0099,0.2079,0.9901,0.0297,0.3267,0.2871,0.7426,0.3564,0.802,0.7624,0.6436,0.8119,0.9901,0.2475,0.2475,0.0891,0.5842
Eubacterium_eligens,0.703,0.1089,0.9406,0.3762,0.6139,0.1485,0.0396,0.099,0.0099,0.5446,0.0594,0.0594,0.7921,0.3762,0.3267,0.8119,0.604,0.3564,0.1782,0.9703,0.7822,0.0396,0.3069,0.3564,0.9901,0.9703,0.8317,0.5743,0.4356,0.1089,0.5446,0.0297,0.7822,0.0297,0.0396,0.2277,0.2574,0.0297,0.0495,0.2178,0.0198,0.7921,0.1683,0.0891,0.0396,0.5446,0.6931,0.9703,0.0198,0.2574,0.2079,0.9802,0.8416,0.0693,0.5644,0.5842,0.9505,0.6139,0.2475,0.3861,1.0,0.099,0.7624,0.2376,0.5446,0.4554,0.0099,0.1089,0.0099,0.0099,0.604,0.5743,0.6436,0.4851,0.0693,0.6634,0.3069,0.9703,0.0198,0.2673,0.4752,0.3762,0.4851,0.099,0.5347,0.7129,0.9604,0.0792,0.7921,0.2376,0.0099,0.5941,0.0594,0.4653,0.198,0.1881,0.2772,0.1386,0.5842,0.1782,0.0099,0.0297,0.0792,0.6535,0.6832,0.099,0.3366,0.7921,0.396,0.1089,0.0099
Eubacterium_hallii,0.2178,0.3762,0.3366,0.5446,0.1287,0.0495,0.0693,0.198,0.901,0.3069,0.0099,0.1683,0.3465,0.9307,0.0396,0.6238,0.1584,0.1287,0.0594,0.6238,0.1782,0.0099,0.1782,0.8218,0.099,0.0297,0.0099,0.0792,0.703,0.0891,0.4059,0.604,0.396,0.9307,0.8713,0.0198,0.0594,0.0099,0.0396,0.0099,0.0099,0.0099,0.0099,0.0099,0.4158,0.6634,0.0693,0.0198,0.0297,0.0099,0.0099,0.0099,0.3069,0.0099,0.0099,0.0099,0.0594,0.0297,0.0297,0.1782,0.099,1.0,0.0099,0.0099,0.3168,0.0099,0.0099,0.0099,0.7624,0.0891,0.0099,0.0099,0.2277,0.2871,0.0198,0.0594,0.0198,0.2475,0.0099,0.703,0.3168,0.2376,0.0396,0.1386,0.3762,0.8515,0.1386,0.3366,0.4356,0.2772,0.0099,0.1287,0.0099,0.3762,0.0693,0.0099,0.0396,0.0297,0.1287,0.0693,0.0297,0.0099,0.198,0.297,0.5248,0.2772,0.0891,0.604,0.1287,0.4356,0.1089
Eubacterium_ramulus,0.703,0.0594,0.0891,0.2376,0.198,0.1188,0.198,0.3069,0.3267,0.2475,1.0,0.4356,0.0891,0.7624,0.2178,0.5347,0.9802,0.3663,0.9307,0.4554,0.0594,0.6634,0.802,0.6931,0.0495,0.2475,0.0594,0.2871,0.5446,0.8218,0.7327,0.7822,0.099,0.8614,0.9109,0.0594,0.6535,0.6931,0.3168,0.3069,0.5941,0.1386,0.4554,0.4455,0.7525,0.7921,0.2277,0.1782,0.4455,0.5644,0.0099,0.0297,0.297,0.0099,0.0099,0.0198,0.4257,0.4455,0.0495,0.4455,0.7624,0.0099,1.0,0.0198,0.5644,0.3069,0.9604,0.4752,0.8218,0.4455,0.0099,0.1287,0.2277,0.1485,0.1485,0.8317,0.1089,0.0198,0.6832,0.0297,0.2673,0.1287,0.1881,0.2178,0.4653,0.0297,0.5941,0.9406,0.6733,0.0297,0.5644,0.2871,0.3861,0.3861,0.8317,0.2673,0.5743,0.297,0.2475,0.4059,0.1188,0.9703,0.0891,0.0099,0.4752,0.0792,0.0792,0.9208,0.8119,0.6139,0.0693
Eubacterium_rectale,0.0396,0.0297,0.0297,0.7228,0.2772,0.0099,0.0495,0.0594,0.0396,0.8416,0.0693,0.1584,0.495,0.7327,0.0099,0.802,0.9406,0.2277,0.1188,0.0495,0.3663,0.8515,0.6535,0.4554,0.0792,0.0792,0.2871,0.901,0.8218,0.0099,0.4752,0.0891,0.9901,0.7525,0.0396,0.0495,0.0099,0.0792,1.0,0.0099,0.0099,0.0099,0.0099,0.0099,0.7525,0.2475,0.0099,0.0396,0.5842,0.0792,0.0099,0.0396,0.2376,0.0198,0.0099,0.099,0.1287,0.0198,0.0198,0.1188,0.2376,0.0099,0.0198,1.0,0.7525,0.0693,0.2079,0.0099,0.1485,0.0792,0.0099,0.0198,0.0495,0.2178,0.0099,0.5842,0.0297,0.3366,0.0099,0.2871,0.0693,0.5644,0.1089,0.2574,0.0396,0.5248,0.9901,0.4851,0.0891,0.0099,0.0099,0.0396,0.5248,0.9703,0.2574,0.1782,0.396,0.0396,0.2475,0.0198,0.0297,0.2871,0.6733,0.4158,0.4257,0.1287,0.5347,0.5941,0.0792,0.7921,0.0495
Eubacterium_siraeum,0.6931,0.2079,0.8317,0.3267,0.0297,0.0594,0.2772,0.7921,0.8614,0.7426,0.3663,0.198,0.198,0.5248,0.9901,0.0198,0.9109,0.5842,0.1584,0.5644,0.8713,0.6535,0.7822,0.2079,0.7129,0.703,0.8614,0.3069,0.2871,0.802,0.9604,0.6139,0.4059,0.0396,0.1188,0.604,0.4752,0.7822,0.2178,0.0594,0.4752,0.1287,0.0297,0.2178,0.3366,0.6337,0.8416,0.5545,0.7822,0.8515,0.0099,0.3663,0.7327,0.7624,0.7624,0.4554,0.1188,0.2673,0.7525,0.3267,0.5446,0.3168,0.5644,0.7525,1.0,0.0396,0.2772,0.2178,0.2178,0.802,0.3861,0.5743,0.505,0.9901,0.8713,0.0693,0.505,0.3366,0.3861,0.198,0.3465,0.5248,0.0099,0.0099,0.0099,0.2079,0.505,0.1485,0.5545,0.0099,0.9505,0.0792,0.4059,0.1089,0.198,0.5347,0.4059,0.1386,0.0297,0.1485,0.4455,0.5149,0.0396,0.0297,0.3267,0.7129,0.9901,0.0396,0.8911,0.9307,0.6832
Eubacterium_sp_CAG_180,0.8515,0.2475,0.6931,0.9109,0.0099,0.0396,0.0198,0.0495,0.9802,0.1188,0.2475,0.0495,0.8317,0.7327,0.0495,0.6436,1.0,0.099,0.7426,0.0396,0.8614,0.4653,0.6337,0.099,0.495,0.5347,0.495,0.5842,0.1485,0.0297,0.1584,0.802,0.1485,0.0099,0.0396,0.0099,0.0792,0.2376,0.5149,0.0099,0.0297,0.0198,0.198,0.0297,0.1188,0.0198,0.0198,0.0198,0.6634,0.0297,0.0297,0.0099,0.9406,0.1188,0.099,0.1881,0.0099,0.0495,0.3465,0.1089,0.4554,0.0099,0.3069,0.0693,0.0396,1.0,0.0099,0.0099,0.5743,0.0198,0.1584,0.0099,0.0099,0.7228,0.5545,0.0792,0.0495,0.901,0.0495,0.1089,0.9802,0.505,0.0891,0.0099,0.0495,0.8515,0.3861,0.1683,0.0297,0.0099,0.0495,0.0495,0.5446,0.1881,0.3564,0.0099,0.0099,0.0198,0.8911,0.3267,0.0891,0.0198,0.6931,0.8713,0.2871,0.9307,0.1287,0.0495,0.0792,0.6139,0.1485
Eubacterium_sp_CAG_38,0.9802,0.9307,0.8317,0.901,0.5941,0.0495,0.0297,0.0495,0.0693,0.0396,0.7426,0.1782,0.6931,0.396,0.6733,0.6733,0.4059,0.3465,0.0495,0.1683,0.5545,0.2178,0.4059,0.0099,0.3762,0.2079,0.1089,0.6139,1.0,0.297,0.5545,0.1782,0.8713,0.4455,0.0396,0.1485,0.2178,0.4653,0.9901,0.0297,0.0594,0.3168,0.0693,0.0396,0.2475,0.4059,0.1386,0.7228,0.2673,0.297,0.0198,0.1287,0.7723,0.0198,0.0198,0.1485,0.1584,0.2772,0.5347,1.0,0.0099,0.0099,0.9604,0.2079,0.2772,0.0099,1.0,0.0594,0.8812,0.0396,0.5743,0.1089,0.2574,0.7129,0.3762,0.3564,0.0297,0.6832,0.1386,0.7624,0.1089,0.3762,0.1287,0.0693,0.0495,0.0891,1.0,0.0396,0.099,0.0099,0.0099,0.0099,0.1584,0.0891,0.8515,0.0099,0.0891,0.2376,0.0891,0.1881,0.0099,0.0693,0.1881,0.1089,0.505,0.0396,0.0099,0.099,0.5842,0.9406,0.3465
Faecalibacterium_prausnitzii,0.0297,0.0099,0.1089,0.0099,0.0099,0.1584,0.3465,0.099,0.0396,0.4653,0.0099,0.0099,0.0099,0.6238,0.0099,0.0594,0.9208,0.1485,0.3267,0.0099,0.1881,0.6436,0.0099,0.6931,0.2673,0.5446,0.6832,0.8119,0.604,0.0099,0.4356,0.6931,0.0099,0.802,0.0495,0.0099,0.0099,0.1188,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0198,0.7129,0.0099,0.0099,0.1089,0.0099,0.0099,0.0099,0.0198,0.0099,0.0099,0.0099,0.0297,0.0099,0.0099,0.0099,0.1089,0.0099,0.4752,0.0099,0.2178,0.0099,0.0594,1.0,0.6931,0.0396,0.0099,0.0099,0.0198,0.4455,0.0099,0.5545,0.0099,0.0693,0.0297,0.0099,0.0297,0.6238,0.2574,0.0099,0.0891,0.9307,0.5545,0.6436,0.0297,0.0099,0.0099,0.0099,0.4455,0.1485,0.9802,0.0099,0.0099,0.0099,0.4257,0.099,0.1089,0.0099,0.4653,0.604,0.1386,0.7327,0.505,0.4455,0.0099,0.1881,0.0396
Firmicutes_bacterium_CAG_83,0.5347,0.0594,0.2871,0.1287,0.1683,0.4653,0.4554,0.198,0.2475,0.0297,0.1782,0.7525,0.4158,0.8911,0.0396,0.6436,0.9604,0.0099,0.0099,0.7822,0.505,0.2574,0.6634,0.8911,0.2574,0.1584,0.0594,0.8614,0.2475,0.7822,0.2079,0.7624,0.5248,0.3267,0.0297,0.2475,0.3465,0.1584,0.5842,0.0792,0.0891,0.8317,0.396,0.5248,0.0198,0.1881,0.7624,0.8317,0.1782,0.0099,0.0792,0.4059,0.9703,0.9901,0.9901,0.6634,0.0297,0.2871,0.9604,0.9307,0.0099,0.7624,0.8218,0.1485,0.2178,0.5743,0.8812,0.6931,1.0,0.0099,0.9703,0.6337,0.3069,0.3168,0.9703,0.1089,0.505,0.3564,0.4554,0.0594,0.0297,0.3069,0.2574,0.0891,0.0891,0.4455,0.099,0.7327,0.5743,0.7327,0.3069,0.1485,0.4554,0.7426,0.0297,0.2277,0.1485,0.0396,0.3762,0.6238,0.1881,0.198,0.3663,0.0594,0.5842,0.7723,0.8416,0.2574,0.8911,0.2673,0.0792
Flavonifractor_plautii,0.7723,0.5347,0.8416,0.9802,0.099,0.8911,0.4356,0.6337,0.495,0.8119,0.9307,0.0198,0.8713,0.6634,0.7426,0.3762,0.505,0.7624,0.604,0.3564,0.6634,0.2475,0.0594,0.0198,0.0198,0.2178,0.2277,0.7228,0.1683,0.7822,0.9505,0.0099,0.297,0.6634,0.0495,0.0099,0.0198,0.0792,0.2871,0.7723,0.0099,0.0099,0.0099,0.0099,0.0099,0.9307,0.0198,0.9406,0.0099,0.3168,0.1089,0.3366,0.604,0.1287,0.0792,0.0099,0.1683,0.703,0.0099,1.0,0.0099,0.0891,0.4455,0.0792,0.802,0.0198,0.0396,0.0396,0.0099,1.0,0.1287,0.0198,0.0099,0.2772,0.0297,0.3465,0.0891,0.5248,0.1386,0.8119,0.1881,0.0099,0.8218,0.0594,0.9208,0.2079,0.4158,0.1287,0.1683,0.0297,0.0099,0.0099,0.9109,0.4356,0.0891,0.0594,0.099,0.0099,0.1881,0.3762,0.0099,0.0099,0.0198,0.4554,0.6238,0.0099,0.0099,0.1089,1.0,0.0099,0.396
Fusicatenibacter_saccharivorans,0.0396,0.0396,0.1188,0.0891,0.0099,0.1584,0.3564,0.1485,0.0099,0.7921,0.0099,0.0099,0.1287,0.3168,0.0099,0.6337,0.0099,0.8713,0.8317,0.0297,0.1188,0.9208,0.0198,0.3465,0.0099,0.6733,0.0594,0.7822,0.4158,0.0099,0.0297,0.0198,0.2772,0.6535,0.2178,0.0099,0.0099,0.1584,0.5347,0.0297,0.0198,0.0099,0.2178,0.0099,0.2574,0.297,0.0198,0.0099,0.0792,0.0891,0.0099,0.0495,0.8119,0.0099,0.0099,0.0099,0.0792,0.0099,0.0099,0.0495,0.604,0.0099,0.0099,0.0099,0.3861,0.1584,0.5743,0.0099,0.9703,0.1287,1.0,0.0099,0.0891,0.2376,0.0198,0.6139,0.4257,0.0099,0.3267,0.2772,0.198,0.5545,0.8614,0.0198,0.3267,0.3069,0.5347,0.7228,0.4059,0.396,0.0099,0.099,0.2178,0.5347,0.0891,0.0099,0.1089,0.0099,0.099,0.6832,0.1683,0.0099,0.0099,0.604,0.0594,0.0693,0.1881,0.9307,0.1089,0.0891,0.2277
Gemmiger_formicilis,0.3564,0.0198,0.1485,0.0891,0.0198,0.0594,0.2376,0.0792,0.0198,0.4455,0.0198,0.0396,0.0198,0.9505,0.0099,0.9703,0.9505,0.6238,0.4059,0.4752,0.4158,0.5248,0.0495,0.9901,0.2079,0.703,0.6238,0.6535,0.0792,0.0396,0.9703,0.604,0.0594,0.4851,0.0297,0.0099,0.0099,0.1188,0.1683,0.0396,0.0099,0.0099,0.0099,0.0099,0.0099,0.3069,0.0099,0.0099,0.2673,0.0297,0.0099,0.0099,0.7327,0.0099,0.0099,0.0099,0.0198,0.0099,0.0099,0.0099,0.5743,0.0099,0.1287,0.0198,0.5743,0.0099,0.1089,0.0099,0.6337,0.0198,0.0099,1.0,0.0099,0.4356,0.0099,0.901,0.0099,0.1089,0.099,0.0396,1.0,0.5347,0.5743,0.0099,0.3861,0.4752,0.4257,0.099,0.505,0.0891,0.0099,0.8812,0.4455,0.4059,0.8911,0.0099,0.0099,0.0099,0.099,0.0495,0.0099,0.0099,0.8515,0.5842,0.0594,0.1584,0.3465,0.2079,0.0198,0.3663,0.0099
Gordonibacter_pamelaeae,0.8416,0.5941,1.0,0.2574,0.396,0.9505,0.1881,0.2277,0.6238,0.8713,0.9307,0.0792,0.7129,0.1386,0.0099,0.6238,1.0,0.7822,0.198,0.3762,0.5644,0.604,0.1584,0.3564,0.4752,0.5941,0.4554,0.6733,0.3465,0.3564,0.3168,0.297,0.1089,0.8515,0.1287,0.0297,0.0099,0.3168,0.4059,0.1782,0.0099,0.0099,0.0099,0.0099,0.0099,0.1287,0.0099,0.1287,0.1089,0.198,0.099,0.0198,0.3663,0.0396,0.3861,0.0099,0.4158,0.1485,0.2574,0.8416,0.6436,0.2277,0.2277,0.0495,0.505,0.0099,0.2574,0.0198,0.3069,0.0099,0.0891,0.0099,1.0,0.0099,0.0099,0.5644,0.0297,0.3366,0.1881,0.8119,0.8515,0.0099,0.2574,0.0099,0.099,0.6931,0.1584,0.1089,0.1386,0.0198,0.0693,0.0099,0.6931,0.0693,0.8317,0.1782,0.3069,0.0099,0.0198,0.0099,0.0099,0.0099,0.0495,0.3861,0.2376,0.0792,0.0198,0.0198,0.1188,0.0099,0.0297
Holdemanella_biformis,0.6931,0.1881,0.8218,0.5248,0.6832,0.5842,0.4158,0.0495,0.0693,0.1287,0.7822,0.5941,0.4653,0.5644,0.6337,0.3762,0.1683,0.1782,0.0099,0.2574,0.5743,0.6931,0.1188,0.0891,0.1584,0.0396,0.8119,0.7921,0.3762,0.5446,0.0396,0.0099,0.7426,0.9901,0.0594,0.9208,0.0297,0.8713,0.8911,0.4356,0.3861,0.9307,0.9604,0.8515,0.9208,0.1287,0.0495,0.2178,0.7822,0.0099,0.5545,0.0693,0.9802,0.099,0.4554,0.0099,0.8119,0.9109,0.4554,0.9703,0.4851,0.2871,0.1485,0.2178,0.9901,0.7228,0.7129,0.4455,0.3168,0.2772,0.2376,0.4356,0.0099,1.0,0.198,0.4653,0.8218,0.604,0.5248,0.4356,0.4356,0.0198,0.6931,0.3762,0.2673,0.2673,0.7822,0.495,0.0594,0.0099,0.6436,0.1881,0.198,0.1287,0.6139,0.3564,0.0099,0.1584,0.297,0.0099,0.4554,0.198,0.0099,0.6634,0.0099,0.396,0.0495,0.4554,0.3267,0.0099,0.505
Hungatella_hathewayi,0.0099,0.0099,0.0198,0.1386,0.0495,0.099,0.9703,0.0594,0.0099,0.1188,0.0198,0.0396,0.0495,0.2673,0.0099,0.8614,0.3267,0.6634,0.8119,0.9802,0.8218,0.5842,0.0099,0.2178,0.0495,0.7723,0.8911,0.3762,0.3663,0.0297,0.2475,0.8911,0.099,0.0396,0.9703,0.1386,0.0099,0.0198,0.6139,0.9307,0.0099,0.0099,0.0099,0.0099,0.0099,0.0594,0.0099,0.0099,0.9505,0.9901,0.0099,0.0099,0.8911,0.0099,0.0099,0.0099,0.0495,0.0099,0.0099,0.0198,0.0693,0.0198,0.1485,0.0099,0.8713,0.5545,0.3762,0.0099,0.9703,0.0297,0.0198,0.0099,0.0099,0.198,1.0,0.0891,0.0594,0.198,0.0594,0.1881,0.5248,0.5248,0.198,0.0198,0.4158,0.5149,0.5743,0.9109,0.5347,0.9406,0.0099,0.9802,0.901,0.5644,0.5842,0.0099,0.0099,0.0099,0.2871,0.1386,0.0099,0.0099,0.3564,0.3366,0.0099,0.1485,0.6436,0.1881,0.0495,0.4851,0.0099
Intestinibacter_bartlettii,0.2772,0.1881,0.802,0.2574,0.0495,0.099,0.1386,0.9109,0.1782,0.0792,0.9307,0.7426,0.1584,0.2277,0.6337,0.9406,0.1188,0.6238,0.0099,0.3465,0.9802,0.2178,0.4455,0.0099,0.0297,0.0693,0.3267,0.5941,0.3564,0.1089,0.5149,0.0495,0.4257,0.8317,0.3465,0.5644,0.2871,0.7426,0.6832,0.2178,0.7624,0.901,0.4257,0.2079,0.7426,0.5941,0.1881,0.198,0.6931,0.6832,0.198,0.7129,0.3861,0.1584,0.6634,0.4158,0.099,0.3366,0.3762,0.099,0.6634,0.0594,0.8317,0.5842,0.0693,0.0792,0.3564,0.5545,0.1089,0.3465,0.6139,0.901,0.5644,0.4653,0.0891,1.0,0.3366,0.0297,0.4356,0.3861,0.0099,0.3762,0.5347,0.6337,0.0099,0.9307,0.2772,0.0297,0.7228,0.495,0.802,0.6931,0.2673,0.3564,0.0495,0.2178,0.2772,0.8911,0.297,0.5941,0.7921,0.8812,0.0495,0.0396,0.505,0.3267,0.2079,0.3168,0.901,0.0297,0.8515
