#OTU ID,Acidaminococcus_intestini,Actinobaculum_sp_oral_taxon_183,Actinomyces_graevenitzii,Actinomyces_johnsonii,Actinomyces_massiliensis,Actinomyces_naeslundii,Actinomyces_odontolyticus,Actinomyces_oris,Actinomyces_sp_HMSC035G02,Actinomyces_sp_HPA0247,Actinomyces_sp_ICM47,Actinomyces_sp_S6_Spd3,Actinomyces_sp_oral_taxon_181,Actinomyces_sp_oral_taxon_448,Adlercreutzia_equolifaciens,Agathobaculum_butyriciproducens,Akkermansia_muciniphila,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_putredinis,Alistipes_shahii,Allisonella_histaminiformans,Anaeromassilibacillus_sp_An250,Anaerostipes_hadrus,Anaerotruncus_colihominis,Asaccharobacter_celatus,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_eggerthii,Bacteroides_faecis,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_intestinalis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_plebeius,Bacteroides_salyersiae,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Barnesiella_intestinihominis,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Bilophila_wadsworthia,Blautia_hydrogenotrophica,Blautia_obeum,Blautia_sp_CAG_257,Blautia_wexlerae,Butyricimonas_synergistica,Butyricimonas_virosa,Catabacter_hongkongensis,Catenibacterium_mitsuokai,Christensenella_minuta,Clostridium_asparagiforme,Clostridium_bolteae,Clostridium_citroniae,Clostridium_innocuum,Clostridium_leptum,Clostridium_sp_CAG_242,Clostridium_sp_CAG_299,Clostridium_sp_CAG_58,Clostridium_symbiosum,Collinsella_aerofaciens,Collinsella_intestinalis,Collinsella_stercoris,Coprobacter_fastidiosus,Coprococcus_catus,Coprococcus_comes,Coprococcus_eutactus,Desulfovibrio_piger,Desulfovibrionaceae_bacterium,Dialister_sp_CAG_357,Dorea_formicigenerans,Dorea_longicatena,Eggerthella_lenta,Eisenbergiella_tayi,Erysipelatoclostridium_ramosum,Escherichia_coli,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_sp_CAG_180,Eubacterium_sp_CAG_251,Eubacterium_sp_CAG_274,Eubacterium_sp_CAG_38,Eubacterium_sulci,Eubacterium_ventriosum,Faecalibacterium_prausnitzii,Faecalitalea_cylindroides,Firmicutes_bacterium_CAG_110,Firmicutes_bacterium_CAG_145,Firmicutes_bacterium_CAG_83,Firmicutes_bacterium_CAG_95,Flavonifractor_plautii,Fusicatenibacter_saccharivorans,Gemella_haemolysans,Gemella_morbillorum,Gemella_sanguinis,Gemmiger_formicilis,Gordonibacter_pamelaeae,Haemophilus_parainfluenzae,Holdemanella_biformis,Holdemania_filiformis,Hungatella_hathewayi,Intestinibacter_bartlettii,Intestinimonas_butyriciproducens,Klebsiella_pneumoniae,Klebsiella_quasipneumoniae,Klebsiella_variicola,Lachnospira_pectinoschiza,Lactobacillus_rogosae,Lactobacillus_ruminis,Lactococcus_lactis,Lactonifactor_longoviformis,Lawsonibacter_asaccharolyticus,Megamonas_funiformis,Megamonas_hypermegale,Megasphaera_elsdenii,Methanobrevibacter_smithii,Mogibacterium_diversum,Odoribacter_splanchnicus,Olsenella_scatoligenes,Oscillibacter_sp_57_20,Oscillibacter_sp_CAG_241,Parabacteroides_distasonis,Parabacteroides_goldsteinii,Parabacteroides_merdae,Paraprevotella_xylaniphila,Parasutterella_excrementihominis,Parvimonas_micra,Phascolarctobacterium_faecium,Phascolarctobacterium_succinatutens,Prevotella_copri,Proteobacteria_bacterium_CAG_139,Romboutsia_ilealis,Roseburia_faecis,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_sp_CAG_471,Rothia_dentocariosa,Rothia_mucilaginosa,Ruminococcus_bicirculans,Ruminococcus_bromii,Ruminococcus_callidus,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_torques,Ruthenibacterium_lactatiformans,Sellimonas_intestinalis,Slackia_isoflavoniconvertens,Streptococcus_anginosus_group,Streptococcus_australis,Streptococcus_cristatus,Streptococcus_gordonii,Streptococcus_infantis,Streptococcus_mitis,Streptococcus_mutans,Streptococcus_oralis,Streptococcus_parasanguinis,Streptococcus_salivarius,Streptococcus_sanguinis,Streptococcus_sp_A12,Streptococcus_thermophilus,Streptococcus_vestibularis,Sutterella_parvirubra,Turicibacter_sanguinis,Turicimonas_muris,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,[Collinsella]_massiliensis
Parabacteroides_merdae,0.7525,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0792,0.0099,0.0099,0.0099,0.0099,0.0297,0.0099,0.7129,0.0099,0.0099,0.3663,0.1782,0.0099,0.0594,0.0099,0.0099,0.0396,0.0693,0.0594,0.0099,0.0099,0.0198,0.0198,0.0297,0.0099,0.901,0.0099,0.0099,0.0297,0.0099,0.0099,0.0198,0.0099,0.9604,0.0099,0.0198,0.0099,0.0099,0.0495,0.0099,0.0099,0.0099,0.1188,0.0099,0.0099,0.9802,0.099,0.1287,0.0099,0.6337,0.0099,0.0099,0.0099,0.1683,0.1782,0.2475,0.0099,0.0099,0.0099,0.0099,0.0198,0.2475,0.0099,0.0099,0.0099,0.0099,0.0099,0.8416,0.0099,0.0792,0.0099,0.0297,0.0099,0.0099,0.2871,0.1881,0.0099,0.495,0.1287,0.0099,0.0099,0.0099,0.0099,0.0099,0.0198,0.0099,0.0099,0.099,0.099,0.1089,0.6832,0.0099,0.0099,0.0099,0.2376,0.0099,0.0099,0.8317,0.099,0.6535,0.8614,0.1089,0.0099,0.0099,0.0099,0.0594,0.5743,0.0198,0.0099,0.0099,0.1089,0.8218,0.0297,0.2871,0.0297,0.0099,0.0099,0.0495,0.0099,0.0099,0.0099,0.495,1.0,0.0099,0.5842,0.297,0.4158,0.7426,0.0099,0.0198,0.1089,0.0099,0.0396,0.099,0.0099,0.1881,0.0198,0.0099,0.1386,0.2079,0.0891,0.0099,0.1089,0.5842,0.0099,0.0099,0.1683,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0396,0.3267,0.0099,0.0099,0.3762,0.0297,0.495,0.0297,0.0297,0.1089
Paraprevotella_xylaniphila,0.3564,0.0198,0.0099,0.0891,0.1386,0.0396,0.0099,0.0297,0.0099,0.8119,0.0099,0.1683,0.4455,0.2079,0.0099,0.0099,0.0792,0.4158,0.7426,0.0099,0.0099,0.1782,0.9307,0.0198,0.8119,0.0198,0.5644,0.9604,0.2079,0.3465,0.0297,0.0396,0.2079,0.0396,0.0792,0.1485,0.0594,0.0297,0.2178,0.8614,0.0198,0.1782,0.3168,0.0495,0.6337,0.9307,0.0594,0.0099,0.0198,0.0099,0.0693,0.0693,0.0099,0.0099,0.0099,0.0198,0.6634,0.4554,0.2574,0.1881,0.8119,0.0099,0.0297,0.0198,0.0594,0.0099,0.9901,0.099,0.0594,0.1485,0.0594,0.3168,0.0693,0.0099,0.0297,0.0099,0.0099,0.0099,0.2376,0.0198,0.4356,0.2673,0.0792,0.2475,0.198,0.1287,0.7228,0.0099,0.5149,0.3663,0.1287,0.1287,0.0198,0.8119,0.0297,0.3564,0.0099,0.3168,0.2178,0.0099,0.0396,0.5347,0.1386,0.7525,0.0099,0.5446,0.0099,0.4851,0.0099,0.2178,0.4752,0.2673,0.0891,0.0099,0.099,0.0099,0.1188,0.6535,0.0099,0.1089,0.0594,0.6436,0.3564,0.2673,0.4752,0.0099,0.0099,0.0099,0.1782,0.0099,0.0099,0.7426,0.9406,0.0099,1.0,0.8614,0.9109,0.0198,0.0198,0.0099,0.0792,0.604,0.8119,0.0099,0.3267,0.6832,0.0396,0.7525,0.1881,0.0198,0.0594,0.0792,0.0297,0.0099,0.6337,0.1188,0.0099,0.0297,0.0099,0.3069,0.1089,0.0099,0.0594,0.0099,0.0198,0.0198,0.0297,0.0099,0.0495,0.6139,0.4356,0.1188,0.6139,0.2079,0.0396,0.4554,0.4059,0.0396,0.0099
Parasutterella_excrementihominis,0.2871,0.1683,0.0693,0.0693,0.6238,0.5743,0.2574,0.9307,0.2574,0.5743,0.099,0.0495,0.7327,0.5842,0.0792,0.604,0.9307,0.0495,0.1485,0.9208,0.5149,0.495,0.6931,0.0891,0.9109,0.1386,0.0099,0.6931,0.0693,0.0396,0.4158,0.6832,0.4851,0.3762,0.0198,0.0099,0.099,0.8218,0.198,0.0198,0.0792,0.0099,0.0594,0.8515,0.0297,0.1584,0.3762,0.1683,0.0099,0.1683,0.0099,0.0198,0.8317,0.802,0.6931,0.8317,0.0099,0.3267,0.2376,0.2574,0.0099,0.1287,0.0594,0.198,0.2475,0.2277,0.0297,0.0099,0.4059,0.0198,0.0099,0.0198,0.0495,0.7921,0.0099,0.4752,0.0099,0.0594,0.4059,0.0099,0.0594,0.1386,0.5743,0.1386,0.1089,0.8317,0.5248,0.2277,0.0198,0.0099,0.099,0.0594,0.0594,0.0396,0.901,0.3069,0.198,0.2673,0.0891,0.5347,0.0198,0.8416,0.2079,0.0099,0.099,0.0099,0.2277,0.0297,0.0099,0.3069,0.495,0.2079,0.8218,0.5347,0.901,0.9208,0.505,0.1485,0.4356,0.7327,0.2277,0.5347,0.3762,0.0297,0.1485,0.0099,0.5842,0.0792,0.0099,0.198,0.0099,0.0099,0.2376,0.5842,0.8614,1.0,0.3663,0.0099,0.0594,0.0099,0.0099,0.1287,0.9703,0.1485,0.8119,0.3762,0.8119,0.5347,0.901,0.9208,0.7624,0.4455,0.0099,0.0396,0.3861,0.1287,0.0198,0.0099,0.8317,0.6436,0.5149,0.604,0.6931,0.1287,0.7426,0.0891,0.4554,0.7921,0.9109,0.8515,0.8218,0.9307,0.5644,0.2475,0.0099,0.0594,0.1089,0.3267,0.0495
Parvimonas_micra,0.2772,0.0792,0.3069,0.495,0.0792,0.4752,0.0495,0.0297,0.7426,0.0099,0.297,0.0297,0.0099,0.1584,0.4653,0.495,0.3762,0.4059,0.0198,0.0198,0.0099,0.0198,0.0792,0.9505,0.604,0.2475,0.0198,0.0792,0.5446,0.6733,0.6238,0.9109,0.5842,0.4851,0.4059,0.7723,0.3069,0.8614,0.0495,0.0297,0.0099,0.2079,0.901,0.0099,0.703,0.703,0.6436,0.0594,0.4851,0.1485,0.9208,0.0297,0.3366,0.0297,0.0099,0.2574,0.5644,0.5149,0.9901,0.0099,0.1485,0.0198,0.0792,0.2772,0.0099,0.3267,0.0396,0.6238,0.1089,0.6238,0.396,0.2178,0.0099,0.0495,0.0297,0.1584,0.1782,0.4554,0.2574,0.0297,0.6931,0.0099,0.5446,0.0099,0.2475,0.0396,0.2376,0.0495,0.9802,0.2673,0.099,0.8416,0.0099,0.8812,0.3861,0.3861,0.0099,0.9604,0.0297,0.8416,0.3861,0.1089,0.0198,0.0099,0.0099,0.0198,0.1584,0.7624,0.5545,0.9703,0.4653,0.8218,0.5941,0.8416,0.4059,0.6931,0.7228,0.6436,0.0495,0.0495,0.5347,0.6733,0.0297,0.3168,0.0396,0.5545,0.6436,0.0198,0.7525,0.0495,0.0099,0.4257,0.1188,0.297,0.9109,0.3663,1.0,0.7426,0.6832,0.5941,0.5446,0.0891,0.0099,0.0693,0.7129,0.0495,0.099,0.0099,0.0297,0.0594,0.0099,0.4059,0.0099,0.2178,0.8812,0.1089,0.0099,0.7129,0.0099,0.9109,0.0495,0.0396,0.0198,0.0099,0.3168,0.0396,0.3069,0.4653,0.0099,0.0099,0.1089,0.1386,0.7723,0.8119,0.6139,0.297,0.0198,0.0297,0.0495
Phascolarctobacterium_faecium,0.8416,0.0792,0.1287,0.8218,0.7822,0.0099,0.2079,0.5446,0.1584,0.1683,0.1881,0.198,0.5248,0.9307,0.7129,0.0099,0.0693,0.099,0.7525,0.9505,0.0495,0.4059,0.0099,0.0099,0.1881,0.4851,0.1485,0.0792,0.0594,0.4455,0.2772,0.1089,0.0198,0.7822,0.0099,0.0099,0.7723,0.0099,0.0396,0.3366,0.3069,0.0198,0.2079,0.6535,0.0198,0.0099,0.6436,0.099,0.0099,0.2079,0.8317,0.0099,0.0099,0.6337,0.9109,0.8812,0.0099,0.1089,0.5446,0.0099,0.0297,0.1683,0.8218,0.2079,0.0099,0.2178,0.5248,0.8713,0.0693,0.8416,0.9703,0.1485,0.0297,0.0099,0.3069,0.901,0.2475,0.198,0.1386,0.0099,0.7525,0.4653,0.8218,0.0396,0.2475,0.0594,0.8614,0.1386,0.0099,0.0891,0.0099,0.6733,0.0198,0.1881,0.1782,0.6436,0.0099,0.2772,0.5545,0.0198,0.0099,0.6931,0.0099,0.1683,0.0099,0.0594,0.0099,0.2673,0.0099,0.0396,0.4059,0.0099,0.9208,0.901,0.8614,0.9604,0.0099,0.198,0.0099,0.099,0.1386,0.1584,0.5743,0.0099,0.198,0.0099,0.1683,0.7327,0.0099,0.0099,0.0099,0.0099,0.3762,0.4158,0.0198,0.0099,0.7426,1.0,0.0099,0.604,0.0099,0.1089,0.0198,0.0099,0.1287,0.396,0.0693,0.7525,0.0693,0.0693,0.1485,0.0099,0.0099,0.7624,0.6139,0.4257,0.0198,0.0099,0.7624,0.4356,0.0594,0.2178,0.9208,0.0198,0.2574,0.2475,0.0099,0.0297,0.0198,0.9802,0.7624,0.2673,0.604,0.3663,0.0099,0.2871,0.0891,0.1782,0.0099
Phascolarctobacterium_succinatutens,0.5446,0.7327,0.2475,0.1386,0.8713,0.0891,0.3168,0.5446,0.5248,0.0891,0.8614,0.9109,0.1683,0.396,0.1188,0.0891,0.8812,0.0891,0.0594,0.2277,0.2376,0.8218,0.2079,0.198,0.802,0.1881,0.2673,0.9406,0.1386,0.6634,0.2178,0.4059,0.4851,0.5842,0.3366,0.1089,0.1485,0.5644,0.0099,0.4851,0.2673,0.2079,0.505,0.3267,0.0594,0.4455,0.0396,0.8713,0.0099,0.3168,0.0792,0.0297,0.2673,0.1089,0.0693,0.3762,0.0099,0.3861,0.5248,0.0594,0.2871,0.2178,0.1188,0.5743,0.1287,0.505,0.8515,0.099,0.2079,0.8515,0.703,0.0099,0.1089,0.0099,0.0099,0.7822,0.0099,0.1287,0.604,0.0198,0.0792,0.8317,0.0693,0.0297,0.2475,0.5545,0.2673,0.0099,0.0198,0.0396,0.0297,1.0,0.0594,0.0198,0.2772,0.0297,0.0099,0.9208,1.0,0.0099,0.0099,0.9505,0.1188,0.0198,0.2277,0.0693,0.0198,0.9307,0.0099,0.1386,0.8515,0.5842,0.9604,0.1881,0.1188,0.2277,0.5149,0.703,0.1188,0.0693,0.3366,0.0693,0.1287,0.0198,0.5743,0.0297,0.8317,0.9307,0.3762,0.0099,0.0099,0.1287,0.1584,0.7426,0.0198,0.0594,0.6832,0.0099,1.0,0.8713,0.0099,0.396,0.703,0.0099,0.4356,0.8812,0.7327,0.8317,0.604,0.297,0.9802,0.0099,0.099,0.1683,0.1386,0.2178,0.0891,0.0297,0.5446,0.0099,0.3069,0.4059,0.3168,0.8416,0.4158,0.8614,0.1287,0.6634,0.6634,0.6733,0.1584,0.5248,0.7228,0.1485,0.0198,0.5248,0.3267,0.0198,0.0693
Prevotella_copri,0.2079,0.4158,0.0099,0.0693,0.4653,0.0099,0.0099,0.0198,0.5248,0.7624,0.0099,0.3564,0.0693,0.6634,0.0099,0.0099,0.9406,0.9505,0.2079,0.0099,0.0099,0.5446,0.198,0.0099,0.0099,0.0099,0.0198,0.0495,0.8119,0.4356,0.0099,0.0099,0.0198,0.0099,0.3069,0.0099,0.0198,0.0099,0.0099,0.1287,0.3366,0.0099,0.9604,0.0099,0.9307,0.0099,0.0099,0.0099,0.297,0.0099,0.0099,0.0198,0.0099,0.0099,0.0099,0.0099,0.0099,0.2574,0.0198,0.0099,0.0099,0.0099,0.0099,0.0099,0.0693,0.0099,0.1089,0.0099,0.0099,0.0099,0.0099,0.0198,0.0594,0.0099,0.0099,0.0099,0.0891,0.0099,0.901,0.0099,0.0198,0.0099,0.0099,0.0099,0.0099,0.3861,0.0099,0.0099,0.3069,0.0198,0.0099,0.0198,0.198,0.0099,0.0099,0.0099,0.0099,0.0099,0.7624,0.0099,0.0099,0.0396,0.8416,0.3069,0.0099,0.1584,0.0099,0.0099,0.0099,0.0099,0.2673,0.0792,0.1089,0.0198,0.0693,0.0594,0.0099,0.0099,0.0099,0.703,0.0297,0.5743,0.0099,0.0099,0.3168,0.0099,0.0099,0.0099,0.2178,0.0099,0.0099,0.0198,0.0198,0.0099,0.0099,0.0099,0.5941,0.604,0.8713,1.0,0.0099,0.0396,0.1386,0.0099,0.8218,0.0099,0.5149,0.6832,0.4752,0.2277,0.0198,0.0396,0.0099,0.0099,0.396,0.0099,0.0099,0.0099,0.0099,0.0099,0.7327,0.2772,0.505,0.0099,0.0099,0.1188,0.0099,0.0099,0.0099,0.6337,0.2178,0.0099,0.0099,0.901,0.0099,0.0792,0.0099,0.0198,0.4653
Proteobacteria_bacterium_CAG_139,0.3861,0.0099,0.0495,0.1386,0.4356,0.0099,0.495,0.1485,0.901,0.703,0.0099,0.0792,0.8713,0.0297,0.6139,0.6733,0.8119,0.9307,0.0099,0.6238,0.5842,0.6634,0.802,0.0099,0.6634,0.7525,0.3366,0.3663,0.1287,0.198,0.0396,0.198,0.9208,0.5842,0.7327,0.0297,0.198,0.901,0.0198,0.0891,0.297,0.0297,0.0198,0.0198,0.4059,0.0099,0.3069,0.0099,0.0198,0.604,0.1287,0.3861,0.0198,0.8416,0.0594,0.3465,0.1287,0.5743,0.198,0.0297,0.3168,0.0099,0.4356,0.099,0.0594,0.4653,0.0099,0.0396,0.4851,0.3267,0.3465,0.0099,0.0099,0.0891,0.0099,0.1782,0.0198,0.6238,0.4653,0.0099,0.3168,0.0594,0.3069,0.2871,0.3861,0.2178,0.198,0.0198,0.1782,0.0099,0.0198,0.2574,0.0099,0.0099,1.0,0.604,0.0099,0.1089,0.5446,0.6832,0.0099,0.1485,0.2673,0.0099,0.0495,0.0495,0.0099,0.0792,0.0198,0.3366,0.0396,0.4158,0.8218,0.8119,0.7129,0.9307,0.1386,0.4158,0.2871,0.2376,0.9208,0.0792,0.0198,0.0099,0.5149,0.0396,0.0297,0.6238,0.0198,0.0099,0.0099,0.2178,0.1881,0.0198,0.0792,0.0099,0.5446,0.0099,0.0099,0.0099,1.0,0.0495,0.0495,0.0099,0.6733,0.9901,0.6238,0.0198,0.9208,0.9901,0.1089,0.1683,0.0099,0.0099,0.0297,0.8317,0.0099,0.0198,0.0693,0.2475,0.1683,0.7327,0.198,0.0198,0.5149,0.0495,0.1881,0.1089,0.2079,0.5941,0.9505,0.9703,0.1188,0.8713,0.0099,0.2079,0.8218,0.1089,0.0792
Romboutsia_ilealis,0.0198,0.2574,0.4059,0.0099,0.3465,0.9901,0.4158,0.0693,0.0297,0.4257,0.9901,0.5446,0.1881,0.7129,0.703,0.0099,0.8614,0.3564,0.0396,0.1089,0.396,0.9208,0.5941,0.1188,0.0792,0.8812,0.4851,0.6535,0.5347,0.4851,0.3267,0.3366,0.3168,0.2772,0.1188,0.9208,0.901,0.5347,0.0099,0.2871,0.901,0.8119,0.4158,0.1683,0.5644,0.9109,0.4752,0.4752,0.0198,1.0,0.1782,0.6634,0.2277,0.3168,0.0099,0.0297,0.604,0.1584,0.1881,0.4752,0.703,0.1782,0.0495,0.8812,1.0,0.3465,0.1782,0.0297,0.2673,0.0099,0.2673,0.1485,0.4356,0.1386,0.0099,0.7723,0.0099,0.0099,0.198,0.7822,0.4752,0.0099,0.2376,0.0198,0.3564,0.099,0.1188,0.5248,0.6931,0.1683,0.3762,0.0594,0.8317,0.8416,0.9604,0.8812,0.8515,0.099,0.2871,0.7822,0.2079,0.3762,0.4059,0.4356,0.9406,0.7921,0.9505,0.1584,0.9901,0.0099,0.2475,0.099,0.2376,0.2673,0.0198,0.8713,0.6535,0.505,0.0099,0.0198,0.8416,0.703,0.3465,0.5545,0.3366,0.9406,0.9307,0.4158,0.0396,0.4653,0.5149,0.0099,0.0297,0.1089,0.604,0.1287,0.0891,0.1089,0.396,0.0396,0.0495,1.0,0.7822,0.2574,0.2673,0.5248,0.0792,0.0099,0.4059,0.6436,0.0198,0.7228,0.6931,0.8614,0.8614,0.0297,0.4356,0.7525,0.0495,0.8614,0.5941,0.7921,0.0099,0.2871,0.2574,0.0792,0.2673,0.5149,0.2673,0.0297,0.1287,0.8614,0.0099,0.1089,0.8812,0.0099,0.0099,0.0099,0.1089
Roseburia_faecis,0.9604,0.0693,0.0198,0.0792,0.4158,0.0099,0.0099,0.0198,0.0099,0.0198,0.0099,0.0198,0.0792,0.0396,0.6337,0.0396,0.1782,0.0099,0.6436,0.1683,0.0297,0.8416,0.0297,0.0099,0.3465,0.5545,0.0891,0.703,0.3267,0.099,0.1683,0.0099,0.0099,0.1188,0.0396,0.1881,0.5644,0.6733,0.1089,0.1485,0.0297,0.8218,0.8614,0.0099,0.0198,0.0099,0.7723,0.0099,0.5644,0.2673,0.3267,0.0594,0.0099,0.8119,0.2673,0.3168,0.198,0.0594,0.505,0.0297,0.0099,0.0396,0.3267,0.604,0.1584,0.6832,0.3762,0.0099,0.0099,0.0099,0.2376,0.9406,0.2376,0.0495,0.9208,0.0099,0.1782,0.0198,0.297,0.0099,0.604,0.0198,0.0693,0.0099,0.1881,0.9604,0.0495,0.0198,0.0198,0.5149,0.0396,0.0099,0.0297,0.0099,0.0099,0.2178,0.0099,0.0099,0.0495,0.505,0.2574,0.0198,0.0099,0.0198,0.0099,0.2772,0.0099,0.3762,0.2277,0.0891,0.1089,0.0099,1.0,0.0099,0.0099,0.0099,0.0099,0.6436,0.2178,0.0297,0.099,0.4257,0.0495,0.0099,0.3366,0.0099,0.0099,0.0693,0.3663,0.0099,0.0099,0.5842,0.0495,0.0099,0.8119,0.9703,0.0099,0.0198,0.703,0.1386,0.0495,0.7822,1.0,0.0297,0.0099,0.0099,0.505,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.198,0.7822,0.3663,0.198,0.0099,0.0099,0.0396,0.0099,0.0099,0.0099,0.0099,0.0198,0.0099,0.0099,0.0099,0.0099,0.0099,0.5149,0.0198,0.2673,0.2475,0.0891,0.5842,0.6436,0.3267,0.7822
Roseburia_hominis,0.0099,0.0099,0.0099,0.4554,0.8218,0.0099,0.0099,0.0099,0.0099,0.3168,0.0099,0.1386,0.0297,0.0495,0.4851,0.0099,0.0099,0.0099,0.1782,0.0099,0.0099,0.5248,0.0099,0.0099,0.6139,0.4455,0.6238,0.0693,0.3366,0.3069,0.0198,0.0099,0.8812,0.6139,0.0495,0.0792,0.3663,0.2079,0.8911,0.9703,0.0099,0.9703,0.4653,0.0099,0.0396,0.4554,0.0099,0.0099,0.0495,0.0594,0.0297,0.0099,0.0099,1.0,0.2079,0.1683,0.4059,0.6238,0.8119,0.0099,0.0594,0.0099,0.0396,0.3267,0.0099,0.0792,0.1188,0.0792,0.0099,0.0099,0.0099,0.8119,0.0594,0.0099,0.0099,0.0495,0.2574,0.0099,0.5842,0.0099,0.1287,0.0297,0.0099,0.0099,0.099,0.4158,0.0099,0.0099,0.0099,0.3663,0.0099,0.0099,0.0099,0.7624,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0396,0.0099,0.0693,0.0396,0.6337,0.0594,0.2178,0.2673,0.3663,0.0891,0.0099,0.0099,0.0099,0.0198,0.0198,0.0495,0.1782,0.0891,0.4455,0.0297,0.0099,0.0099,0.1287,0.0099,0.0099,0.5743,0.0099,0.0099,0.0693,0.5743,0.0396,0.0099,0.1485,0.0693,0.0099,0.0099,0.0099,0.0099,0.2574,0.0297,1.0,0.0099,0.0099,0.0297,0.4059,0.297,0.0099,0.0198,0.0099,0.0099,0.0099,0.8119,0.8614,0.0198,0.3366,0.0099,0.0297,0.0099,0.0198,0.0099,0.0099,0.0396,0.0099,0.0099,0.0099,0.0099,0.1386,0.1584,0.0099,0.3168,0.495,0.0099,0.6931,0.2673,0.2178,0.0099
Roseburia_intestinalis,0.0198,0.0792,0.0099,0.1485,0.5743,0.0198,0.0198,0.0099,0.0396,0.1386,0.0099,0.3366,0.2673,0.0198,0.6634,0.0198,0.4158,0.099,0.7723,0.5149,0.0099,0.0198,0.2277,0.0297,0.3069,0.0792,0.0198,0.3663,0.6238,0.1386,0.1386,0.0099,0.0792,0.3366,0.2376,0.0099,0.1287,0.0099,0.0099,0.0198,0.0099,0.0099,0.0198,0.0297,0.0594,0.7129,0.0495,0.0099,0.8119,0.0099,0.0099,0.0099,0.0099,0.0297,0.5644,0.3069,0.9307,0.3465,0.2079,0.0495,0.3366,0.0297,0.0099,0.0198,0.6337,0.0594,0.396,0.0099,0.0099,0.0099,0.0693,0.0594,0.5743,0.8812,0.0099,0.0693,0.0099,0.0099,0.7624,0.0198,0.3762,0.5743,0.0396,0.0099,0.0099,0.8713,0.0099,0.2772,0.0693,0.0099,0.0099,0.0099,0.2376,0.0099,0.0099,0.0099,0.0198,0.7624,0.0693,0.8713,0.0693,0.5347,0.0792,0.5644,0.0099,0.4653,0.0099,0.396,0.3465,0.0495,0.2673,0.0099,0.9703,0.0198,0.0792,0.0099,0.0099,0.0693,0.0891,0.3762,0.1089,0.505,0.4752,0.1089,0.0198,0.8317,0.0099,0.0297,0.4554,0.0099,0.0099,0.9604,0.3564,0.099,0.3267,0.8119,0.7129,0.1287,0.4356,0.8218,0.6733,0.2673,0.0099,0.0099,1.0,0.0099,0.1089,0.4752,0.0198,0.0099,0.2079,0.0099,0.0198,0.1089,0.2475,0.6931,0.1485,0.3168,0.0198,0.0396,0.0099,0.0198,0.3168,0.0099,0.1683,0.0297,0.0099,0.0099,0.0099,0.505,0.4554,0.0099,0.0198,0.0495,0.9703,0.0198,0.0297,0.0099,0.3366
